conversation_id_str,created_at,tweet,label
6.65E+18,Mon Apr 12 06:35:51 +0000 2021,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Tapi fitur ini ngebantu banget sih selama dipakai dengan bijak.",positif
6.16E+18,Fri May 06 03:58:25 +0000 2022,"Proses aktivasi #tiktokpaylater cepet banget. Gue kira bakal ribet kayak aplikasi lain, tapi ini tinggal klik doang langsung bisa dipake. Lumayan banget sih buat yang lagi nyari solusi cepat dan gak ribet.",positif
1.11E+19,Fri Mar 01 21:04:30 +0000 2024,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Ini pengalaman pribadi ya, bisa jadi beda buat orang lain.",netral
4.69E+18,Tue May 04 15:55:55 +0000 2021,"#shopeepaylater ini solusi banget buat yang suka belanja tapi belum gajian. Tapi jangan sampai dijadikan alasan buat gaya hidup konsumtif ya. Intinya sih, harus pintar-pintar ngatur keuangan.",positif
4.96E+18,Wed Jan 17 03:10:30 +0000 2024,"Proses aktivasi #tiktokpaylater cepet banget. Gue kira bakal ribet kayak aplikasi lain, tapi ini tinggal klik doang langsung bisa dipake. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",positif
1.79E+19,Thu Nov 16 15:37:50 +0000 2023,"Setelah aktifin #tiktokpaylater, belanja di TikTok Shop jadi makin sering. Tapi gue coba atur biar cuma beli yang bener-bener dibutuhin aja. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",netral
1.41E+19,Sat Dec 10 18:40:07 +0000 2022,"#shopeepaylater ini solusi banget buat yang suka belanja tapi belum gajian. Tapi jangan sampai dijadikan alasan buat gaya hidup konsumtif ya. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",positif
1.44E+19,Wed Dec 06 20:22:39 +0000 2023,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Tapi inget ya, tagihannya tetep harus dibayar sebelum jatuh tempo.",netral
2.03E+18,Wed Mar 06 02:50:45 +0000 2024,"Kalau lagi kepepet dan dompet lagi tipis, #gopaylater bisa jadi penyelamat. Tapi inget, jangan sampai ketergantungan karena bisa bikin kebiasaan jelek juga. Gue saranin sih jangan terlalu sering pake, nanti nagih.",netral
9.71E+18,Sat May 01 12:52:50 +0000 2021,"Pernah sih error pas pakai #gopaylater, tapi di luar itu fiturnya ngebantu banget dan limitnya lumayan. Gue pake buat bayar belanjaan di GoMart juga. Gue saranin sih jangan terlalu sering pake, nanti nagih.",positif
7.15E+18,Fri Jan 03 11:21:07 +0000 2025,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Ini pengalaman pribadi ya, bisa jadi beda buat orang lain.",netral
6.21E+18,Sat Jun 24 00:28:58 +0000 2023,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",netral
1.17E+19,Sun May 08 19:28:43 +0000 2022,"Tiap kali scroll TikTok, pasti muncul barang lucu dan karena udah ada #tiktokpaylater, tinggal klik beli. Bahaya sih, tapi emang memudahkan. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",netral
1.54E+19,Thu May 25 14:15:20 +0000 2023,"#gopaylater ini fitur favorit gue buat kebutuhan harian kayak beli makan atau transport. Gak perlu ribet dan langsung dipotong bulan depan. Kadang suka was-was juga sih, takut kelupaan bayar.",netral
1.69E+19,Thu Feb 02 08:21:32 +0000 2023,"Tiap kali scroll TikTok, pasti muncul barang lucu dan karena udah ada #tiktokpaylater, tinggal klik beli. Bahaya sih, tapi emang memudahkan. Gue saranin sih jangan terlalu sering pake, nanti nagih.",negatif
1.26E+19,Mon Aug 30 19:12:48 +0000 2021,"#shopeepaylater ini solusi banget buat yang suka belanja tapi belum gajian. Tapi jangan sampai dijadikan alasan buat gaya hidup konsumtif ya. Gue saranin sih jangan terlalu sering pake, nanti nagih.",positif
6.12E+18,Tue Aug 22 18:15:48 +0000 2023,"#tiktokpaylater itu ibarat pedang bermata dua. Di satu sisi praktis banget buat checkout barang lucu di TikTok, tapi gampang banget bikin kalap juga. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",negatif
7.45E+18,Wed Apr 14 03:47:59 +0000 2021,"Pernah sih error pas pakai #gopaylater, tapi di luar itu fiturnya ngebantu banget dan limitnya lumayan. Gue pake buat bayar belanjaan di GoMart juga. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",positif
7.66E+17,Thu Sep 14 13:10:47 +0000 2023,"Lagi mikir-mikir buat pake #shopeepaylater, ada yang punya pengalaman?",netral
3.38E+17,Mon Mar 07 09:40:20 +0000 2022,"#shopeepaylater bikin aku makin konsumtif, harus lebih kontrol diri deh mulai sekarang.",negatif
2.71E+17,Sun Apr 24 11:59:43 +0000 2022,Sekarang hampir semua e-commerce punya fitur paylater ya. #shopeepaylater #gopaylater,netral
1.23E+17,Wed Aug 24 07:43:13 +0000 2022,Udah bayar lunas di #gopaylater tapi statusnya masih belum update. Bikin panik aja.,negatif
1.54E+17,Wed Jan 03 11:05:12 +0000 2024,Pelayanan #shopeepaylater akhir-akhir ini kurang responsif. Agak kecewa sih.,negatif
2.12E+17,Thu May 16 04:51:55 +0000 2024,"Sistem #gopaylater error pas mau checkout, padahal udah buru-buru.",negatif
1.70E+17,Thu Jun 09 10:14:19 +0000 2022,Fitur #shopeepaylater ini bener-bener ngebantu banget pas lagi akhir bulan. Thank you Shopee!,positif
2.58E+17,Fri Feb 12 04:12:32 +0000 2021,#tiktokpaylater mulai banyak dipake sama anak muda sekarang.,netral
2.67E+17,Sat May 14 18:01:02 +0000 2022,"Pake #shopeepaylater bikin belanja jadi lebih fleksibel, apalagi pas promo.",positif
1.04E+17,Thu Feb 20 18:25:51 +0000 2025,Limit #gopaylater gue masih belum nambah sejak pertama daftar.,netral
2.43E+17,Fri Dec 08 06:10:27 +0000 2023,"Limit #tiktokpaylater tiba-tiba turun tanpa pemberitahuan, ngeselin banget.",negatif
3.09E+17,Wed Sep 07 21:06:45 +0000 2022,"Ga nyangka bisa beli barang impian lewat #gopaylater, prosesnya gampang dan cepet banget.",positif
5.48E+17,Sat Mar 04 21:53:12 +0000 2023,"Thanks #gopaylater, udah nolongin banget pas butuh dadakan kemarin!",positif
1.40E+17,Wed Aug 10 08:47:48 +0000 2022,Baru tahu kalau sekarang ada fitur #tiktokpaylater. Ada yang udah coba?,netral
2.91E+17,Wed Jan 03 18:13:49 +0000 2024,Baru pertama kali coba #tiktokpaylater dan ternyata worth it banget! Ga ribet dan langsung cair.,positif
2.40E+17,Mon Jul 26 13:01:43 +0000 2021,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #tiktokpaylater",positif
3.60E+18,Wed Dec 18 03:50:25 +0000 2024,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #tiktokpaylater",positif
9.55E+18,Sun Jun 25 01:31:44 +0000 2023,Notifikasi gagal muncul padahal transaksi penting banget. #tiktokpaylater,negatif
4.03E+17,Fri Jul 23 13:58:56 +0000 2021,Baru sadar ternyata fitur ini ada juga di aplikasi ini. #tiktokpaylater,netral
5.89E+18,Thu Jul 21 11:22:21 +0000 2022,"Salah satu fitur terbaik di aplikasi ini, super memudahkan belanja bulanan. #tiktokpaylater",positif
3.42E+17,Mon Feb 08 20:06:05 +0000 2021,"CS-nya kurang fast response, butuh waktu lama untuk bantuin. #gopaylater",negatif
2.32E+18,Sat Jan 16 19:01:36 +0000 2021,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #tiktokpaylater",positif
9.07E+17,Fri Jun 02 21:45:06 +0000 2023,"Baru nyoba fitur ini, sejauh ini masih normal aja. #shopeepaylater",netral
1.00E+17,Tue Jun 11 20:31:54 +0000 2024,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #tiktokpaylater",positif
1.90E+18,Mon Mar 10 08:47:02 +0000 2025,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #gopaylater",positif
6.52E+17,Wed Apr 23 00:19:42 +0000 2025,Baru sadar ternyata fitur ini ada juga di aplikasi ini. #shopeepaylater,netral
1.86E+17,Mon May 02 02:42:35 +0000 2022,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #gopaylater",positif
4.83E+18,Sun Mar 28 10:48:43 +0000 2021,"Masih pelajari cara kerjanya, nanti coba lebih lanjut. #tiktokpaylater",netral
3.47E+17,Mon Feb 10 06:24:36 +0000 2025,"Sempat kena denda karena error sistem, padahal udah bayar. #shopeepaylater",negatif
5.52E+17,Tue Feb 25 14:27:47 +0000 2025,"Limit tiba-tiba diturunin tanpa pemberitahuan, kecewa banget. #tiktokpaylater",negatif
4.08E+17,Tue Jun 13 20:58:31 +0000 2023,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #gopaylater",positif
7.41E+18,Thu Mar 30 01:49:25 +0000 2023,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #shopeepaylater",positif
1.19E+18,Tue Feb 28 02:24:47 +0000 2023,"Limit tiba-tiba diturunin tanpa pemberitahuan, kecewa banget. #tiktokpaylater",negatif
4.61E+18,Wed Jul 07 16:41:17 +0000 2021,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #gopaylater",positif
4.90E+18,Sat Feb 27 07:23:26 +0000 2021,Notifikasi gagal muncul padahal transaksi penting banget. #gopaylater,negatif
4.54E+18,Thu Nov 24 10:55:13 +0000 2022,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #gopaylater",positif
4.27E+17,Wed Nov 17 06:55:37 +0000 2021,"Baru pertama kali pakai dan langsung suka, prosesnya cepat dan praktis. #shopeepaylater",positif
5.21E+17,Mon Nov 18 19:29:48 +0000 2024,Lagi bandingin beberapa fitur serupa sebelum pilih yang cocok. #shopeepaylater,netral
9.12E+17,Sat Jan 30 03:34:28 +0000 2021,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #tiktokpaylater",positif
3.00E+18,Tue Jul 02 17:02:49 +0000 2024,"Lihat review-nya cukup bagus, mungkin akan dicoba. #shopeepaylater",netral
4.79E+17,Wed Feb 14 04:08:54 +0000 2024,"Masih pelajari cara kerjanya, nanti coba lebih lanjut. #gopaylater",netral
4.67E+17,Sat Dec 28 18:47:06 +0000 2024,"Lihat review-nya cukup bagus, mungkin akan dicoba. #shopeepaylater",netral
4.51E+17,Sun Aug 18 22:16:31 +0000 2024,"Masih pelajari cara kerjanya, nanti coba lebih lanjut. #shopeepaylater",netral
6.76E+17,Sun Oct 22 01:54:29 +0000 2023,"Pembayaran ditolak terus padahal saldo cukup, ngeselin. #gopaylater",negatif
5.98E+18,Sat Dec 02 09:21:06 +0000 2023,"Baru pertama kali pakai dan langsung suka, prosesnya cepat dan praktis. #gopaylater",positif
2.05E+18,Wed Sep 25 18:42:48 +0000 2024,Lagi bandingin beberapa fitur serupa sebelum pilih yang cocok. #gopaylater,netral
3.76E+17,Thu Mar 23 22:40:21 +0000 2023,"Lihat review-nya cukup bagus, mungkin akan dicoba. #shopeepaylater",netral
4.94E+18,Fri Jun 10 03:12:41 +0000 2022,"Baru pertama kali pakai dan langsung suka, prosesnya cepat dan praktis. #gopaylater",positif
7.74E+18,Tue Mar 12 02:08:12 +0000 2024,Baru sadar ternyata fitur ini ada juga di aplikasi ini. #shopeepaylater,netral
8.01E+17,Sun Oct 13 08:07:01 +0000 2024,Lagi bandingin beberapa fitur serupa sebelum pilih yang cocok. #tiktokpaylater,netral
5.51E+18,Mon Mar 18 17:25:12 +0000 2024,"Sempat kena denda karena error sistem, padahal udah bayar. #gopaylater",negatif
7.25E+18,Sat Jan 28 04:18:25 +0000 2023,"Masih pelajari cara kerjanya, nanti coba lebih lanjut. #tiktokpaylater",netral
5.17E+17,Mon Jan 18 17:02:15 +0000 2021,"Salah satu fitur terbaik di aplikasi ini, super memudahkan belanja bulanan. #tiktokpaylater",positif
5.12E+17,Tue May 18 19:25:06 +0000 2021,"Masih pelajari cara kerjanya, nanti coba lebih lanjut. #gopaylater",netral
4.24E+18,Sun Jul 09 18:14:15 +0000 2023,Notifikasi gagal muncul padahal transaksi penting banget. #gopaylater,negatif
5.56E+17,Sat Aug 07 05:22:15 +0000 2021,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #gopaylater",positif
9.21E+18,Sat Dec 31 16:32:21 +0000 2022,"CS-nya kurang fast response, butuh waktu lama untuk bantuin. #tiktokpaylater",negatif
5.43E+18,Sun Apr 17 00:43:07 +0000 2022,"Salah satu fitur terbaik di aplikasi ini, super memudahkan belanja bulanan. #tiktokpaylater",positif
9.62E+18,Sun Jul 03 12:34:24 +0000 2022,"Sempat kena denda karena error sistem, padahal udah bayar. #tiktokpaylater",negatif
8.71E+18,Sun May 22 22:13:01 +0000 2022,Lagi bandingin beberapa fitur serupa sebelum pilih yang cocok. #gopaylater,netral
1.79E+17,Thu Sep 14 17:57:17 +0000 2023,"Sempat kena denda karena error sistem, padahal udah bayar. #tiktokpaylater",negatif
3.32E+17,Sun Sep 10 05:09:13 +0000 2023,"Baru pertama kali pakai dan langsung suka, prosesnya cepat dan praktis. #shopeepaylater",positif
6.00E+17,Thu May 04 17:42:02 +0000 2023,"Sempat kena denda karena error sistem, padahal udah bayar. #shopeepaylater",negatif
8.32E+17,Tue Aug 22 20:07:31 +0000 2023,"Lihat review-nya cukup bagus, mungkin akan dicoba. #shopeepaylater",netral
9.09E+17,Wed Dec 06 00:32:50 +0000 2023,"Sempat kena denda karena error sistem, padahal udah bayar. #shopeepaylater",negatif
7.86E+17,Wed Mar 13 03:49:53 +0000 2024,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #shopeepaylater",positif
4.44E+18,Wed Jun 28 13:48:18 +0000 2023,"CS-nya kurang fast response, butuh waktu lama untuk bantuin. #gopaylater",negatif
6.27E+17,Mon May 02 20:12:45 +0000 2022,"Lihat review-nya cukup bagus, mungkin akan dicoba. #gopaylater",netral
1.74E+17,Wed Dec 28 16:19:25 +0000 2022,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #gopaylater",positif
1.39E+17,Sat Apr 03 03:49:55 +0000 2021,"Pembayaran ditolak terus padahal saldo cukup, ngeselin. #shopeepaylater",negatif
4.43E+17,Fri Feb 05 15:49:32 +0000 2021,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #gopaylater",positif
2.79E+17,Wed Aug 23 03:27:23 +0000 2023,"Sempat kena denda karena error sistem, padahal udah bayar. #tiktokpaylater",negatif
4.82E+18,Tue Feb 25 09:32:34 +0000 2025,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #tiktokpaylater",positif
1.08E+18,Wed Nov 16 09:36:04 +0000 2022,Lagi bandingin beberapa fitur serupa sebelum pilih yang cocok. #gopaylater,netral
2.01E+18,Tue Jan 05 14:07:45 +0000 2021,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #gopaylater",positif
1.08E+18,Tue Apr 25 10:45:14 +0000 2023,Baru sadar ternyata fitur ini ada juga di aplikasi ini. #gopaylater,netral
2.33E+17,Sat Oct 07 07:33:22 +0000 2023,Baru sadar ternyata fitur ini ada juga di aplikasi ini. #shopeepaylater,netral
3.66E+18,Tue Apr 18 04:58:15 +0000 2023,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #shopeepaylater",positif
7.71E+18,Mon Nov 01 22:29:05 +0000 2021,"CS-nya kurang fast response, butuh waktu lama untuk bantuin. #tiktokpaylater",negatif
3.67E+17,Thu Mar 13 10:07:06 +0000 2025,"Baru pertama kali pakai dan langsung suka, prosesnya cepat dan praktis. #shopeepaylater",positif
8.44E+17,Mon Jun 27 12:16:42 +0000 2022,"Limit tiba-tiba diturunin tanpa pemberitahuan, kecewa banget. #gopaylater",negatif
8.14E+18,Sat Apr 05 11:39:44 +0000 2025,"Baru nyoba fitur ini, sejauh ini masih normal aja. #shopeepaylater",netral
9.04E+17,Sun Sep 04 09:09:13 +0000 2022,"Limit tiba-tiba diturunin tanpa pemberitahuan, kecewa banget. #gopaylater",negatif
3.17E+17,Mon May 27 04:23:28 +0000 2024,"Lihat review-nya cukup bagus, mungkin akan dicoba. #tiktokpaylater",netral
5.97E+17,Sun Dec 25 08:53:10 +0000 2022,"Salah satu fitur terbaik di aplikasi ini, super memudahkan belanja bulanan. #gopaylater",positif
1.59E+17,Thu Oct 03 04:52:51 +0000 2024,"Baru pertama kali pakai dan langsung suka, prosesnya cepat dan praktis. #shopeepaylater",positif
5.98E+17,Tue Aug 15 14:05:57 +0000 2023,"CS-nya kurang fast response, butuh waktu lama untuk bantuin. #gopaylater",negatif
9.78E+18,Wed Sep 14 15:23:24 +0000 2022,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #shopeepaylater",positif
5.53E+18,Fri Feb 19 06:07:25 +0000 2021,"Pembayaran ditolak terus padahal saldo cukup, ngeselin. #shopeepaylater",negatif
7.28E+17,Thu Mar 06 12:22:34 +0000 2025,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #tiktokpaylater",positif
6.65E+18,Sun Mar 10 18:50:17 +0000 2024,"Baru nyoba fitur ini, sejauh ini masih normal aja. #gopaylater",netral
8.46E+18,Mon Jan 10 22:06:53 +0000 2022,"Limit tiba-tiba diturunin tanpa pemberitahuan, kecewa banget. #shopeepaylater",negatif
2.06E+18,Fri Apr 30 00:54:30 +0000 2021,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #gopaylater",positif
2.02E+17,Sun Mar 09 21:54:54 +0000 2025,Baru sadar ternyata fitur ini ada juga di aplikasi ini. #shopeepaylater,netral
5.69E+18,Mon Jun 05 15:38:29 +0000 2023,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #tiktokpaylater",positif
4.99E+18,Sat Mar 04 09:57:48 +0000 2023,"Sempat kena denda karena error sistem, padahal udah bayar. #gopaylater",negatif
9.97E+17,Wed Nov 08 00:15:53 +0000 2023,"Sempat kena denda karena error sistem, padahal udah bayar. #gopaylater",negatif
5.66E+18,Tue Feb 02 01:28:14 +0000 2021,"Pembayaran ditolak terus padahal saldo cukup, ngeselin. #gopaylater",negatif
3.74E+17,Mon Nov 04 20:24:30 +0000 2024,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #tiktokpaylater",positif
1.86E+17,Fri May 05 10:18:30 +0000 2023,"CS-nya kurang fast response, butuh waktu lama untuk bantuin. #shopeepaylater",negatif
4.53E+17,Sun Nov 14 12:57:24 +0000 2021,"Lihat review-nya cukup bagus, mungkin akan dicoba. #gopaylater",netral
4.00E+18,Thu Dec 22 00:52:59 +0000 2022,"Limit tiba-tiba diturunin tanpa pemberitahuan, kecewa banget. #shopeepaylater",negatif
6.45E+17,Fri Jun 03 03:23:51 +0000 2022,"Limit tiba-tiba diturunin tanpa pemberitahuan, kecewa banget. #shopeepaylater",negatif
2.86E+18,Wed Nov 29 10:37:00 +0000 2023,"Pembayaran ditolak terus padahal saldo cukup, ngeselin. #tiktokpaylater",negatif
2.74E+17,Wed Jan 11 23:23:13 +0000 2023,"Lihat review-nya cukup bagus, mungkin akan dicoba. #gopaylater",netral
5.41E+17,Mon Jan 27 03:36:52 +0000 2025,"Salah satu fitur terbaik di aplikasi ini, super memudahkan belanja bulanan. #gopaylater",positif
4.39E+18,Fri Jul 23 14:45:35 +0000 2021,"Baru pertama kali pakai dan langsung suka, prosesnya cepat dan praktis. #gopaylater",positif
5.38E+17,Mon Jan 29 16:11:40 +0000 2024,"Masih pelajari cara kerjanya, nanti coba lebih lanjut. #tiktokpaylater",netral
7.37E+18,Wed May 31 12:57:38 +0000 2023,"Sempat kena denda karena error sistem, padahal udah bayar. #tiktokpaylater",negatif
3.61E+18,Sun Apr 21 18:30:57 +0000 2024,"Baru nyoba fitur ini, sejauh ini masih normal aja. #gopaylater",netral
8.21E+18,Fri Jul 12 05:03:51 +0000 2024,Notifikasi gagal muncul padahal transaksi penting banget. #shopeepaylater,negatif
5.44E+18,Thu Mar 06 00:21:24 +0000 2025,Baru sadar ternyata fitur ini ada juga di aplikasi ini. #gopaylater,netral
5.88E+17,Tue Aug 17 00:03:01 +0000 2021,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #tiktokpaylater",positif
3.78E+17,Sun May 15 14:53:05 +0000 2022,Notifikasi gagal muncul padahal transaksi penting banget. #gopaylater,negatif
2.36E+18,Thu Oct 05 07:28:22 +0000 2023,Notifikasi gagal muncul padahal transaksi penting banget. #gopaylater,negatif
3.86E+17,Tue Jan 23 07:17:58 +0000 2024,"Salah satu fitur terbaik di aplikasi ini, super memudahkan belanja bulanan. #tiktokpaylater",positif
6.26E+18,Thu Dec 28 05:17:18 +0000 2023,"Salah satu fitur terbaik di aplikasi ini, super memudahkan belanja bulanan. #shopeepaylater",positif
3.45E+18,Tue Aug 31 11:46:09 +0000 2021,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #shopeepaylater",positif
3.78E+17,Tue Mar 12 09:59:59 +0000 2024,"Salah satu fitur terbaik di aplikasi ini, super memudahkan belanja bulanan. #shopeepaylater",positif
5.13E+17,Sun Oct 10 19:09:53 +0000 2021,"CS-nya kurang fast response, butuh waktu lama untuk bantuin. #tiktokpaylater",negatif
6.51E+18,Tue Mar 23 14:54:12 +0000 2021,"Baru nyoba fitur ini, sejauh ini masih normal aja. #shopeepaylater",netral
5.43E+17,Tue Feb 04 22:20:31 +0000 2025,"Beli barang impian jadi makin gampang, terima kasih fitur ini! #shopeepaylater",positif
7.71E+17,Fri Aug 23 17:18:25 +0000 2024,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #shopeepaylater",positif
9.02E+17,Tue Mar 08 09:32:22 +0000 2022,"Pembayaran ditolak terus padahal saldo cukup, ngeselin. #shopeepaylater",negatif
9.19E+17,Sat Nov 26 22:34:14 +0000 2022,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #gopaylater",positif
3.81E+17,Wed Jun 23 08:18:25 +0000 2021,"CS-nya kurang fast response, butuh waktu lama untuk bantuin. #tiktokpaylater",negatif
9.25E+17,Sun Apr 18 13:51:43 +0000 2021,"Limit tiba-tiba diturunin tanpa pemberitahuan, kecewa banget. #gopaylater",negatif
2.73E+17,Thu Aug 01 04:32:30 +0000 2024,"Gak perlu takut telat bayar lagi, sistemnya udah otomatis banget. #gopaylater",positif
4.47E+17,Wed Jun 01 07:19:18 +0000 2022,"Fitur ini ngebantu banget pas lagi kepepet, gak nyangka semudah itu! #shopeepaylater",positif
